id,language,text,asset_path,type,duration_ms,sample_rate,channels,peak_db,loudness,status,used_by,notes
vi_letter_h_name,vi,hát,assets/audio/vi/letters/h_name.wav,letter,587,22050,1,-3.46,-20.04,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_h_sound,vi,hờ,assets/audio/vi/letters/h_sound.wav,letter,647,22050,1,-3.46,-16.59,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_i_name,vi,i,assets/audio/vi/letters/i_name.wav,letter,507,22050,1,-3.46,-16.8,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_i_sound,vi,i,assets/audio/vi/letters/i_sound.wav,letter,519,22050,1,-3.46,-17.81,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_k_name,vi,ca,assets/audio/vi/letters/k_name.wav,letter,647,22050,1,-3.46,-17.75,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_k_sound,vi,cờ,assets/audio/vi/letters/k_sound.wav,letter,623,22050,1,-3.46,-17.01,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_l_name,vi,e-lờ,assets/audio/vi/letters/l_name.wav,letter,739,22050,1,-3.46,-16.49,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_l_sound,vi,lờ,assets/audio/vi/letters/l_sound.wav,letter,635,22050,1,-3.46,-16.77,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_m_name,vi,em-mờ,assets/audio/vi/letters/m_name.wav,letter,762,22050,1,-3.46,-16.68,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_m_sound,vi,mờ,assets/audio/vi/letters/m_sound.wav,letter,646,22050,1,-3.46,-16.8,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_n_name,vi,en-nờ,assets/audio/vi/letters/n_name.wav,letter,716,22050,1,-3.46,-17.52,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_n_sound,vi,nờ,assets/audio/vi/letters/n_sound.wav,letter,647,22050,1,-3.46,-16.85,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_o_name,vi,o,assets/audio/vi/letters/o_name.wav,letter,484,22050,1,-3.46,-19.86,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_o_sound,vi,o,assets/audio/vi/letters/o_sound.wav,letter,507,22050,1,-3.46,-18.93,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_oo_name,vi,ô,assets/audio/vi/letters/oo_name.wav,letter,472,22050,1,-3.46,-18.93,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_oo_sound,vi,ô,assets/audio/vi/letters/oo_sound.wav,letter,484,22050,1,-3.46,-18.89,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_ow_name,vi,ơ,assets/audio/vi/letters/ow_name.wav,letter,565,22050,1,-3.46,-17.28,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_ow_sound,vi,ơ,assets/audio/vi/letters/ow_sound.wav,letter,565,22050,1,-3.46,-17.63,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_p_name,vi,pê,assets/audio/vi/letters/p_name.wav,letter,588,22050,1,-3.46,-17.94,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_p_sound,vi,pờ,assets/audio/vi/letters/p_sound.wav,letter,635,22050,1,-3.46,-15.69,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_q_name,vi,quy,assets/audio/vi/letters/q_name.wav,letter,577,22050,1,-3.46,-17.13,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_q_sound,vi,quờ,assets/audio/vi/letters/q_sound.wav,letter,635,22050,1,-3.46,-18.05,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_r_name,vi,e-rờ,assets/audio/vi/letters/r_name.wav,letter,681,22050,1,-3.46,-15.44,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_r_sound,vi,rờ,assets/audio/vi/letters/r_sound.wav,letter,612,22050,1,-3.46,-17.2,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_s_name,vi,ét,assets/audio/vi/letters/s_name.wav,letter,553,22050,1,-3.46,-19.78,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_s_sound,vi,sờ,assets/audio/vi/letters/s_sound.wav,letter,670,22050,1,-3.46,-15.78,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_t_name,vi,tê,assets/audio/vi/letters/t_name.wav,letter,542,22050,1,-3.46,-18.34,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_t_sound,vi,tờ,assets/audio/vi/letters/t_sound.wav,letter,635,22050,1,-3.46,-16.82,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_u_name,vi,u,assets/audio/vi/letters/u_name.wav,letter,484,22050,1,-3.46,-19.58,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_u_sound,vi,u,assets/audio/vi/letters/u_sound.wav,letter,542,22050,1,-3.46,-17.38,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_uw_name,vi,ư,assets/audio/vi/letters/uw_name.wav,letter,472,22050,1,-3.46,-19.15,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_uw_sound,vi,ư,assets/audio/vi/letters/uw_sound.wav,letter,507,22050,1,-3.46,-19.41,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_v_name,vi,vê,assets/audio/vi/letters/v_name.wav,letter,507,22050,1,-3.46,-18.78,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_v_sound,vi,vờ,assets/audio/vi/letters/v_sound.wav,letter,623,22050,1,-3.46,-16.76,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_x_name,vi,ích,assets/audio/vi/letters/x_name.wav,letter,552,22050,1,-3.46,-17.51,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_x_sound,vi,xờ,assets/audio/vi/letters/x_sound.wav,letter,623,22050,1,-3.46,-17.75,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_y_name,vi,i,assets/audio/vi/letters/y_name.wav,letter,496,22050,1,-3.46,-17.66,VALID,assets/content/vietnamese/alphabet.json,ok
vi_letter_y_sound,vi,i,assets/audio/vi/letters/y_sound.wav,letter,507,22050,1,-3.46,-17.21,VALID,assets/content/vietnamese/alphabet.json,ok
vi_phonics_ba,vi,ba,assets/audio/vi/phonics/ba.wav,content,542,22050,1,-3.46,-20.43,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_be,vi,be,assets/audio/vi/phonics/be.wav,content,542,22050,1,-3.46,-18.47,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_bi,vi,bi,assets/audio/vi/phonics/bi.wav,content,507,22050,1,-3.46,-18.63,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_bo,vi,bo,assets/audio/vi/phonics/bo.wav,content,507,22050,1,-3.46,-19.88,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_bu,vi,bu,assets/audio/vi/phonics/bu.wav,content,530,22050,1,-3.46,-18.47,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ca,vi,ca,assets/audio/vi/phonics/ca.wav,content,600,22050,1,-3.46,-19.16,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_co,vi,co,assets/audio/vi/phonics/co.wav,content,484,22050,1,-3.46,-19.21,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_cu,vi,cu,assets/audio/vi/phonics/cu.wav,content,542,22050,1,-3.46,-18.02,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_da,vi,da,assets/audio/vi/phonics/da.wav,content,588,22050,1,-3.46,-18.37,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_de,vi,de,assets/audio/vi/phonics/de.wav,content,542,22050,1,-3.46,-19.56,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_di,vi,di,assets/audio/vi/phonics/di.wav,content,554,22050,1,-3.46,-16.73,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_do,vi,do,assets/audio/vi/phonics/do.wav,content,530,22050,1,-3.46,-18.6,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_du,vi,du,assets/audio/vi/phonics/du.wav,content,507,22050,1,-3.46,-18.61,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_dda,vi,đa,assets/audio/vi/phonics/dda.wav,content,600,22050,1,-3.46,-18.72,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_dde,vi,đe,assets/audio/vi/phonics/dde.wav,content,542,22050,1,-3.46,-18.8,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ddi,vi,đi,assets/audio/vi/phonics/ddi.wav,content,565,22050,1,-3.46,-16.91,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ddo,vi,đo,assets/audio/vi/phonics/ddo.wav,content,565,22050,1,-3.46,-18.73,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ddu,vi,đu,assets/audio/vi/phonics/ddu.wav,content,588,22050,1,-3.46,-16.93,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ga,vi,ga,assets/audio/vi/phonics/ga.wav,content,647,22050,1,-3.46,-16.89,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_go,vi,go,assets/audio/vi/phonics/go.wav,content,554,22050,1,-3.46,-19.29,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_gu,vi,gu,assets/audio/vi/phonics/gu.wav,content,530,22050,1,-3.46,-18.22,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ha,vi,ha,assets/audio/vi/phonics/ha.wav,content,577,22050,1,-3.46,-18.21,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_he,vi,he,assets/audio/vi/phonics/he.wav,content,565,22050,1,-3.46,-18.58,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_hi,vi,hi,assets/audio/vi/phonics/hi.wav,content,565,22050,1,-3.46,-16.77,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ho,vi,ho,assets/audio/vi/phonics/ho.wav,content,554,22050,1,-3.46,-18.28,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_hu,vi,hu,assets/audio/vi/phonics/hu.wav,content,542,22050,1,-3.46,-17.89,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ke,vi,ke,assets/audio/vi/phonics/ke.wav,content,577,22050,1,-3.46,-18.43,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ki,vi,ki,assets/audio/vi/phonics/ki.wav,content,530,22050,1,-3.46,-17.68,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_la,vi,la,assets/audio/vi/phonics/la.wav,content,635,22050,1,-3.46,-17.19,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_le,vi,le,assets/audio/vi/phonics/le.wav,content,577,22050,1,-3.46,-17.63,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_li,vi,li,assets/audio/vi/phonics/li.wav,content,542,22050,1,-3.46,-17.48,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_lo,vi,lo,assets/audio/vi/phonics/lo.wav,content,507,22050,1,-3.46,-20.02,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_lu,vi,lu,assets/audio/vi/phonics/lu.wav,content,519,22050,1,-3.46,-19.01,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ma,vi,ma,assets/audio/vi/phonics/ma.wav,content,530,22050,1,-3.46,-19.31,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_me,vi,me,assets/audio/vi/phonics/me.wav,content,554,22050,1,-3.46,-18.38,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_mi,vi,mi,assets/audio/vi/phonics/mi.wav,content,542,22050,1,-3.46,-17.19,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_mo,vi,mo,assets/audio/vi/phonics/mo.wav,content,519,22050,1,-3.46,-19.77,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_mu,vi,mu,assets/audio/vi/phonics/mu.wav,content,519,22050,1,-3.46,-17.48,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_na,vi,na,assets/audio/vi/phonics/na.wav,content,600,22050,1,-3.46,-18.47,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ne,vi,ne,assets/audio/vi/phonics/ne.wav,content,577,22050,1,-3.46,-18.12,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ni,vi,ni,assets/audio/vi/phonics/ni.wav,content,554,22050,1,-3.46,-17.89,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_no,vi,no,assets/audio/vi/phonics/no.wav,content,542,22050,1,-3.46,-18.73,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nu,vi,nu,assets/audio/vi/phonics/nu.wav,content,542,22050,1,-3.46,-17.56,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_pa,vi,pa,assets/audio/vi/phonics/pa.wav,content,542,22050,1,-3.46,-18.68,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_pi,vi,pi,assets/audio/vi/phonics/pi.wav,content,542,22050,1,-3.46,-16.62,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_po,vi,po,assets/audio/vi/phonics/po.wav,content,496,22050,1,-3.46,-22.01,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_qua,vi,qua,assets/audio/vi/phonics/qua.wav,content,634,22050,1,-3.46,-18.39,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ra,vi,ra,assets/audio/vi/phonics/ra.wav,content,554,22050,1,-3.46,-19.21,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_re,vi,re,assets/audio/vi/phonics/re.wav,content,542,22050,1,-3.46,-18.81,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ri,vi,ri,assets/audio/vi/phonics/ri.wav,content,542,22050,1,-3.46,-16.58,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ro,vi,ro,assets/audio/vi/phonics/ro.wav,content,530,22050,1,-3.46,-18.65,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ru,vi,ru,assets/audio/vi/phonics/ru.wav,content,530,22050,1,-3.46,-19.63,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_sa,vi,sa,assets/audio/vi/phonics/sa.wav,content,577,22050,1,-3.46,-19.55,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_so,vi,so,assets/audio/vi/phonics/so.wav,content,530,22050,1,-3.46,-19.3,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_su,vi,su,assets/audio/vi/phonics/su.wav,content,588,22050,1,-3.46,-18.18,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ta,vi,ta,assets/audio/vi/phonics/ta.wav,content,565,22050,1,-3.46,-19.68,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_te,vi,te,assets/audio/vi/phonics/te.wav,content,588,22050,1,-3.46,-17.96,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ti,vi,ti,assets/audio/vi/phonics/ti.wav,content,554,22050,1,-3.46,-17.45,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_to,vi,to,assets/audio/vi/phonics/to.wav,content,565,22050,1,-3.46,-19.07,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tu,vi,tu,assets/audio/vi/phonics/tu.wav,content,519,22050,1,-3.46,-21.3,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_va,vi,va,assets/audio/vi/phonics/va.wav,content,577,22050,1,-3.46,-18.54,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ve,vi,ve,assets/audio/vi/phonics/ve.wav,content,565,22050,1,-3.46,-18.33,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_vi,vi,vi,assets/audio/vi/phonics/vi.wav,content,565,22050,1,-3.46,-18.47,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_vo,vi,vo,assets/audio/vi/phonics/vo.wav,content,507,22050,1,-3.46,-19.05,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_vu,vi,vu,assets/audio/vi/phonics/vu.wav,content,530,22050,1,-3.46,-18.41,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_xa,vi,xa,assets/audio/vi/phonics/xa.wav,content,542,22050,1,-3.46,-20.69,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_xe,vi,xe,assets/audio/vi/phonics/xe.wav,content,565,22050,1,-3.46,-19.06,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_xi,vi,xi,assets/audio/vi/phonics/xi.wav,content,530,22050,1,-3.46,-19.24,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_xo,vi,xo,assets/audio/vi/phonics/xo.wav,content,530,22050,1,-3.46,-19.57,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_xu,vi,xu,assets/audio/vi/phonics/xu.wav,content,612,22050,1,-3.46,-17.75,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_pha,vi,pha,assets/audio/vi/phonics/pha.wav,content,554,22050,1,-3.46,-19.67,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_pho,vi,pho,assets/audio/vi/phonics/pho.wav,content,507,22050,1,-3.46,-19.97,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_phu,vi,phu,assets/audio/vi/phonics/phu.wav,content,565,22050,1,-3.46,-16.15,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tha,vi,tha,assets/audio/vi/phonics/tha.wav,content,565,22050,1,-3.46,-19.42,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_the,vi,the,assets/audio/vi/phonics/the.wav,content,542,22050,1,-3.46,-18.52,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_thi,vi,thi,assets/audio/vi/phonics/thi.wav,content,530,22050,1,-3.46,-18.2,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tho,vi,tho,assets/audio/vi/phonics/tho.wav,content,542,22050,1,-3.46,-19.6,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_thu,vi,thu,assets/audio/vi/phonics/thu.wav,content,519,22050,1,-3.46,-19.98,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_kha,vi,kha,assets/audio/vi/phonics/kha.wav,content,542,22050,1,-3.46,-20.7,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_khe,vi,khe,assets/audio/vi/phonics/khe.wav,content,519,22050,1,-3.46,-20.75,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_kho,vi,kho,assets/audio/vi/phonics/kho.wav,content,507,22050,1,-3.46,-18.32,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_khu,vi,khu,assets/audio/vi/phonics/khu.wav,content,542,22050,1,-3.46,-17.34,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nha,vi,nha,assets/audio/vi/phonics/nha.wav,content,577,22050,1,-3.46,-18.14,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nhe,vi,nhe,assets/audio/vi/phonics/nhe.wav,content,542,22050,1,-3.46,-18.15,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nhi,vi,nhi,assets/audio/vi/phonics/nhi.wav,content,519,22050,1,-3.46,-18.36,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nho,vi,nho,assets/audio/vi/phonics/nho.wav,content,519,22050,1,-3.46,-18.64,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nhu,vi,nhu,assets/audio/vi/phonics/nhu.wav,content,530,22050,1,-3.46,-17.42,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_cha,vi,cha,assets/audio/vi/phonics/cha.wav,content,635,22050,1,-3.46,-19.11,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_che,vi,che,assets/audio/vi/phonics/che.wav,content,612,22050,1,-3.46,-19.75,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_chi,vi,chi,assets/audio/vi/phonics/chi.wav,content,588,22050,1,-3.46,-18.69,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_cho,vi,cho,assets/audio/vi/phonics/cho.wav,content,565,22050,1,-3.46,-19.42,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_chu,vi,chu,assets/audio/vi/phonics/chu.wav,content,565,22050,1,-3.46,-19.39,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tra,vi,tra,assets/audio/vi/phonics/tra.wav,content,611,22050,1,-3.46,-19.13,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tre,vi,tre,assets/audio/vi/phonics/tre.wav,content,600,22050,1,-3.46,-17.61,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tri,vi,tri,assets/audio/vi/phonics/tri.wav,content,577,22050,1,-3.46,-18.26,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tro,vi,tro,assets/audio/vi/phonics/tro.wav,content,542,22050,1,-3.46,-19.82,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_tru,vi,tru,assets/audio/vi/phonics/tru.wav,content,612,22050,1,-3.46,-19.11,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ghe,vi,ghe,assets/audio/vi/phonics/ghe.wav,content,577,22050,1,-3.46,-18.34,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ghi,vi,ghi,assets/audio/vi/phonics/ghi.wav,content,542,22050,1,-3.46,-19.02,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nga,vi,nga,assets/audio/vi/phonics/nga.wav,content,623,22050,1,-3.46,-18.33,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ngo,vi,ngo,assets/audio/vi/phonics/ngo.wav,content,542,22050,1,-3.46,-18.99,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_ngu,vi,ngu,assets/audio/vi/phonics/ngu.wav,content,530,22050,1,-3.46,-20.52,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nghe,vi,nghe,assets/audio/vi/phonics/nghe.wav,content,530,22050,1,-3.46,-18.5,VALID,assets/content/vietnamese/phonics.json,ok
vi_phonics_nghi,vi,nghi,assets/audio/vi/phonics/nghi.wav,content,519,22050,1,-3.46,-17.97,VALID,assets/content/vietnamese/phonics.json,ok
vi_rime_an,vi,ban,assets/audio/vi/rimes/an.wav,content,612,22050,1,-3.46,-19.25,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ang,vi,bang,assets/audio/vi/rimes/ang.wav,content,612,22050,1,-3.46,-19.66,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_anh,vi,banh,assets/audio/vi/rimes/anh.wav,content,577,22050,1,-3.46,-18.78,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ao,vi,bao,assets/audio/vi/rimes/ao.wav,content,472,22050,1,-3.46,-17.65,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_au,vi,bau,assets/audio/vi/rimes/au.wav,content,472,22050,1,-3.46,-17.58,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ay,vi,bay,assets/audio/vi/rimes/ay.wav,content,425,22050,1,-3.46,-18.69,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_am,vi,bam,assets/audio/vi/rimes/am.wav,content,425,22050,1,-3.46,-17.59,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ap,vi,bap,assets/audio/vi/rimes/ap.wav,content,390,22050,1,-3.46,-19.34,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_at,vi,bat,assets/audio/vi/rimes/at.wav,content,460,22050,1,-3.46,-17.94,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ac,vi,bac,assets/audio/vi/rimes/ac.wav,content,460,22050,1,-3.46,-18.4,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_awn,vi,băn,assets/audio/vi/rimes/awn.wav,content,437,22050,1,-3.46,-20.0,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_awng,vi,băng,assets/audio/vi/rimes/awng.wav,content,437,22050,1,-3.46,-19.81,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_aan,vi,bân,assets/audio/vi/rimes/aan.wav,content,507,22050,1,-3.46,-16.98,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_aang,vi,bâng,assets/audio/vi/rimes/aang.wav,content,472,22050,1,-3.46,-19.65,VALID,assets/content/vietnamese/rimes.json,ok
